support,itemsets
0.3146,"frozenset({'RUL_class_Healthy', 'technical_trim, tonn_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.1522,"frozenset({'RUL_class_Healthy', 'technical_trim, tonn_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.3562,"frozenset({'RUL_class_Healthy', 'grab2_num_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.3708,"frozenset({'RUL_class_Healthy', 'grab2_num_fca_bin_Medium', 'technical_trim, tonn_fca_bin_Constant'})"
0.2364,"frozenset({'RUL_class_Healthy', 'resistance, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.313,"frozenset({'RUL_class_Healthy', 'technical_trim, tonn_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.3298,"frozenset({'resistance, tonn_fca_bin_Medium', 'RUL_class_Healthy', 'technical_trim, tonn_fca_bin_Constant'})"
0.8792,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'technical_trim, tonn_fca_bin_Constant'})"
0.2606,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.5358,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_Low', 'technical_trim, tonn_fca_bin_Constant'})"
0.8792,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant'})"
0.8792,"frozenset({'RUL_class_Healthy', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.8792,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'technical_trim, tonn_fca_bin_Constant'})"
0.8792,"frozenset({'RUL_class_Healthy', 'technical_trim, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2286,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'grab1_num_fca_bin_High'})"
0.2286,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_High'})"
0.2286,"frozenset({'RUL_class_Healthy', 'grab1_num_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2286,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'grab1_num_fca_bin_High'})"
0.2286,"frozenset({'RUL_class_Healthy', 'grab1_num_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.3236,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'grab1_num_fca_bin_Low'})"
0.1924,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_Low'})"
0.3236,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.3236,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'RUL_class_Healthy', 'grab1_num_fca_bin_Low'})"
0.3236,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'grab1_num_fca_bin_Low'})"
0.3236,"frozenset({'RUL_class_Healthy', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Low'})"
0.327,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'grab1_num_fca_bin_Medium'})"
0.1986,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_Low', 'grab1_num_fca_bin_Medium'})"
0.327,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'grab1_num_fca_bin_Medium'})"
0.327,"frozenset({'RUL_class_Healthy', 'grab1_num_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.327,"frozenset({'RUL_class_Healthy', 'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab1_num_fca_bin_Medium'})"
0.327,"frozenset({'RUL_class_Healthy', 'grab1_num_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.268,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'steel_temperature_grab1, Celsius deg._fca_bin_High'})"
0.1642,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_Low', 'steel_temperature_grab1, Celsius deg._fca_bin_High'})"
0.268,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_High'})"
0.268,"frozenset({'RUL_class_Healthy', 'steel_temperature_grab1, Celsius deg._fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.268,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'steel_temperature_grab1, Celsius deg._fca_bin_High'})"
0.268,"frozenset({'RUL_class_Healthy', 'steel_temperature_grab1, Celsius deg._fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2966,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'RUL_class_Healthy'})"
0.196,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_Low', 'steel_temperature_grab1, Celsius deg._fca_bin_Low'})"
0.2966,"frozenset({'RUL_class_Healthy', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.2966,"frozenset({'RUL_class_Healthy', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2966,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'RUL_class_Healthy'})"
0.2966,"frozenset({'RUL_class_Healthy', 'steel_temperature_grab1, Celsius deg._fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.3146,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.1756,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_Low', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.3146,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.3146,"frozenset({'RUL_class_Healthy', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.3146,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium'})"
0.3146,"frozenset({'RUL_class_Healthy', 'steel_temperature_grab1, Celsius deg._fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.1522,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'grab2_num_fca_bin_High'})"
0.1522,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.1522,"frozenset({'RUL_class_Healthy', 'water_consumption, liter/minute_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.1522,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'grab2_num_fca_bin_High'})"
0.1522,"frozenset({'RUL_class_Healthy', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'grab2_num_fca_bin_High'})"
0.3562,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'grab2_num_fca_bin_Low', 'RUL_class_Healthy'})"
0.2082,"frozenset({'RUL_class_Healthy', 'grab2_num_fca_bin_Low', 'crystallizer_movement, mm_fca_bin_Low'})"
0.3562,"frozenset({'RUL_class_Healthy', 'grab2_num_fca_bin_Low', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.3562,"frozenset({'RUL_class_Healthy', 'grab2_num_fca_bin_Low', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.3562,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'grab2_num_fca_bin_Low', 'RUL_class_Healthy'})"
0.3562,"frozenset({'RUL_class_Healthy', 'grab2_num_fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.3708,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'grab2_num_fca_bin_Medium'})"
0.2194,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_Low', 'grab2_num_fca_bin_Medium'})"
0.3708,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'grab2_num_fca_bin_Medium'})"
0.3708,"frozenset({'RUL_class_Healthy', 'grab2_num_fca_bin_Medium', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.3708,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'grab2_num_fca_bin_Medium'})"
0.3708,"frozenset({'RUL_class_Healthy', 'grab2_num_fca_bin_Medium', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2364,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'resistance, tonn_fca_bin_High'})"
0.2364,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_High'})"
0.2364,"frozenset({'RUL_class_Healthy', 'resistance, tonn_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2364,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'resistance, tonn_fca_bin_High'})"
0.2364,"frozenset({'RUL_class_Healthy', 'resistance, tonn_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.313,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'resistance, tonn_fca_bin_Low'})"
0.2116,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_Low', 'resistance, tonn_fca_bin_Low'})"
0.313,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.313,"frozenset({'RUL_class_Healthy', 'water_consumption, liter/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.313,"frozenset({'RUL_class_Healthy', 'water_temperature_delta, Celsius deg._fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.313,"frozenset({'RUL_class_Healthy', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'resistance, tonn_fca_bin_Low'})"
0.3298,"frozenset({'resistance, tonn_fca_bin_Medium', 'RUL_class_Healthy', 'swing_frequency, amount/minute_fca_bin_Constant'})"
0.178,"frozenset({'resistance, tonn_fca_bin_Medium', 'crystallizer_movement, mm_fca_bin_Low', 'RUL_class_Healthy'})"
0.3298,"frozenset({'resistance, tonn_fca_bin_Medium', 'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.3298,"frozenset({'resistance, tonn_fca_bin_Medium', 'RUL_class_Healthy', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.3298,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'resistance, tonn_fca_bin_Medium'})"
0.3298,"frozenset({'resistance, tonn_fca_bin_Medium', 'RUL_class_Healthy', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2606,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_High'})"
0.5358,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'RUL_class_Healthy'})"
0.8792,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.8792,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.8792,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'swing_frequency, amount/minute_fca_bin_Constant'})"
0.8792,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'RUL_class_Healthy', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2606,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_High'})"
0.2606,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2606,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_High'})"
0.2606,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.5358,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_Low', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.5358,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_Low', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.5358,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low', 'RUL_class_Healthy'})"
0.5358,"frozenset({'RUL_class_Healthy', 'crystallizer_movement, mm_fca_bin_Low', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.8792,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.8792,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant'})"
0.8792,"frozenset({'RUL_class_Healthy', 'alloy_speed, meter/minute_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.8792,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.8792,"frozenset({'RUL_class_Healthy', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.8792,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'RUL_class_Healthy', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2406,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2406,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High'})"
0.2406,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'steel_weight, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High'})"
0.2406,"frozenset({'workpiece_weight, tonn_fca_bin_High', 'steel_weight_theoretical, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2406,"frozenset({'workpiece_weight, tonn_fca_bin_High', 'steel_weight_theoretical, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.2406,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High'})"
0.1598,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'crystallizer_movement, mm_fca_bin_Low', 'workpiece_weight, tonn_fca_bin_High'})"
0.2406,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High'})"
0.2406,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2406,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight_theoretical, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High'})"
0.2406,"frozenset({'steel_weight_theoretical, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2644,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2406,"frozenset({'steel_weight, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2644,"frozenset({'workpiece_weight, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2644,"frozenset({'workpiece_weight, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2644,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.1612,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'workpiece_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2644,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2644,"frozenset({'water_consumption, liter/minute_fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2644,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2644,"frozenset({'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High', 'slag_weight_close_grab1, tonn_fca_bin_Constant'})"
0.2406,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'steel_weight, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High'})"
0.2644,"frozenset({'workpiece_weight, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2644,"frozenset({'workpiece_weight, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant', 'technical_trim, tonn_fca_bin_Constant'})"
0.2644,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High'})"
0.1612,"frozenset({'workpiece_weight, tonn_fca_bin_High', 'metal_residue_grab1, tonn_fca_bin_Constant', 'crystallizer_movement, mm_fca_bin_Low'})"
0.2644,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High'})"
0.2644,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2644,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'metal_residue_grab1, tonn_fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High'})"
0.2644,"frozenset({'metal_residue_grab1, tonn_fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2406,"frozenset({'workpiece_weight, tonn_fca_bin_High', 'steel_weight, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2406,"frozenset({'workpiece_weight, tonn_fca_bin_High', 'steel_weight, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant'})"
0.2406,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'steel_weight, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High'})"
0.1598,"frozenset({'crystallizer_movement, mm_fca_bin_Low', 'steel_weight, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High'})"
0.2406,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'steel_weight, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High'})"
0.2406,"frozenset({'steel_weight, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2406,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'steel_weight, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High'})"
0.2406,"frozenset({'steel_weight, tonn_fca_bin_High', 'workpiece_weight, tonn_fca_bin_High', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
0.2644,"frozenset({'workpiece_weight, tonn_fca_bin_High', 'technical_trim, tonn_fca_bin_Constant', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2644,"frozenset({'swing_frequency, amount/minute_fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.1612,"frozenset({'workpiece_weight, tonn_fca_bin_High', 'crystallizer_movement, mm_fca_bin_Low', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2644,"frozenset({'alloy_speed, meter/minute_fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2644,"frozenset({'workpiece_weight, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant', 'water_consumption, liter/minute_fca_bin_Constant'})"
0.2644,"frozenset({'water_temperature_delta, Celsius deg._fca_bin_Constant', 'workpiece_weight, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant'})"
0.2644,"frozenset({'workpiece_weight, tonn_fca_bin_High', 'residuals_grab2, tonn_fca_bin_Constant', 'water_consumption_secondary_cooling_zone_num1, liter/minute_fca_bin_Constant'})"
